lambda,Natural disasters,Internet,Soft drinks,Mobile devices,Profits,M&A,Changes,Police/crime,Research,Executive pay,Mid-size cities,Scenario analysis,Economic ideology,Middle east,Savings & loans,IPOs,Restraint,Electronics,Record high,Connecticut,Steel,Bond yields,Small business,Cable,Fast food,Disease,Activists,Competition,Music industry,Short sales,Nonperforming loans,Key role,News conference,US defense,Political contributions,Revised estimate,Economic growth,Justice Department,Credit ratings,Broadcasting,Problems,Announce plan,Federal Reserve,Job cuts,Chemicals/paper,Regulation,Environment ,Small caps,Unions,C-suite,Control stakes,Mutual funds,Venture capital,European sovereign debt,Mining,Company spokesperson,Private/public sector,Pharma,Schools,Russia,Programs/initiatives,Health insurance,Drexel,Trade agreements,Treasury bonds,Challenges,People familiar,Sales call,Publishing,Financial crisis,Aerospace/defense,Recession,Latin America,Cultural life,SEC,Earnings losses,Phone companies,Computers,Marketing,Japan,Nuclear/North Korea,NY politics,Tobacco,Product prices,Biology/chemistry/physics,Movie industry,Automotive,Machinery,Bankruptcy,Arts,International exchanges,Accounting,Space program,Immigration,Small changes,Small possibility,Agreement reached,Oil drilling,Rail/trucking/shipping,Indictments,Positive sentiment,Canada/South Africa,Airlines,California,Corporate governance,China,Investment banking,Spring/summer,Software,Pensions,Humor/language,Systems,Clintons,Major concerns,Mid-level executives,US Senate,Agriculture,Bank loans,Takeovers,State politics,Real estate,Futures/indices,Southeast Asia,Optimism,Corrections/amplifications,Government budgets,Exchanges/composites,Currencies/metals,Mortgages,Financial reports,Germany,Rental properties,Committees,Subsidiaries,Management changes,Share payouts,France/Italy,Acquired investment banks,Credit cards,Bear/bull market,Earnings forecasts,Terrorism,Watchdogs,Oil market,Couriers,Commodities,Utilities,Foods/consumer goods,Convertible/preferred,Macroeconomic data,Courts,Safety administrations,Reagan,Bush/Obama/Trump,Fees,Gender issues,Trading activity,Microchips,Insurance,Earnings,Luxury/beverages,Iraq,National security,Buffett,Taxes,Options/VIX,Casinos,Elections,Private equity/hedge funds,Negotiations,European politics,Size,NASD,Mexico,Retail,Long/short term,Wide range,Lawsuits,UK,Revenue growth,EPU,VIX,UMCSENT
0.04,0.0,0.0,0.0,0.0,0.0,0.02929500816850301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.018418526858022467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0030428355871262333,0.011668515596194154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05482951453113484,0.0,0.014000236135286908,0.0,0.0,0.0,0.02287313779609736,0.005513871295787977,0.0,0.0165595457538844,0.0,0.0,0.07359028388352602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028558739453640056,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013414410405863358,0.05814153064889446,0.0,0.06231553411299893,0.0,0.0,0.0,0.0,0.0,0.0,0.009127521822789015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042657993415561264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08386157523185657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009869017227883959,0.0,0.0,0.0,0.0,0.03908974974239295,0.0,0.0,0.01941859492165643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.381197019078708e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.036170421803445964,0.0
0.04168523931559426,0.0,0.0,0.0,0.0,0.0,0.02674262453130137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01363615231079445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002014083203076246,0.010879940261320475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056039544484353145,0.0,0.009473005116345868,0.0,0.0,0.0,0.019377037433632133,0.0019942134684586203,0.0,0.0140997969425847,0.0,0.0,0.07246941651272892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024979951885701585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015870141314532463,0.05348996290966861,0.0,0.059320543173769134,0.0,0.0,0.0,0.0,0.0,0.0,0.008303241245287637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039625612285045825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08340531644038672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03548945816063298,0.0,0.0,0.018659564041183296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03227049737030829,0.0
0.043441479419959114,0.0,0.0,0.0,0.0,0.0,0.024076137420041985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00884218409766553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0007436965940132526,0.0106164037350322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056954565116471255,0.0,0.005811925362663271,0.0,0.0,0.0,0.0161349992537175,0.0,0.0,0.011670012478087086,0.0,0.0,0.07076984022122684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021133459986255626,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019032141394264002,0.04850534759596908,0.0,0.056812987448128134,0.0,0.0,0.0,0.0,0.0,0.0,0.0074638977938838716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362262898334778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0832711623378592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03171060430214589,0.0,0.0,0.017411982052230986,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02877597464709378,0.0
0.045271711646111476,0.0,0.0,0.0,0.0,0.0,0.021779161583436648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003745211856341591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010512199975932952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05735613352458517,0.0,0.0021085947644740328,0.0,0.0,0.0,0.012480483882881498,0.0,0.0,0.009321869402838278,0.0,0.0,0.06860138909738427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01732975104974896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022637121493580475,0.043389826870377596,0.0,0.05439449516956099,0.0,0.0,0.0,0.0,0.0,0.0,0.006598481048772357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03306985407626365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08340827127990608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027578545928092547,0.0,0.0,0.016344092448763795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024795223988094976,0.0
0.04717905335486832,0.0,0.0,0.0,0.0,0.0,0.020727753197230008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010243637882551011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057946051157401604,0.0,0.0,0.0,0.0,0.0,0.008231761567502533,0.0,0.0,0.007103807979465084,0.0,0.0,0.06575585905766825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012899830033967186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02623735826750059,0.03788672318149792,0.0,0.05184616281208646,0.0,0.0,0.0,0.0,0.0,0.0,0.005502998896418454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030149813505510808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08310611214110412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023601572170792014,0.0,0.0,0.014620314213186745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020270370118697673,0.0
0.04916675324452189,0.0,0.0,0.0,0.0,0.0,0.019991786142571036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008767064809978214,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0585392583354275,0.0,0.0,0.0,0.0,0.0,0.004063677649808421,0.0,0.0,0.005017622410902869,0.0,0.0,0.06255852007829651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007864217172977223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030107341114413298,0.03268261400477074,0.0,0.04956013013252729,0.0,0.0,0.0,0.0,0.0,0.0,0.004754756128874196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02671071554854446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0817445558667801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019304304533841035,0.0,0.0,0.01226736911076016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016610266878253895,0.0
0.05123819688421662,0.0,0.0,0.0,0.0,0.0,0.018860420895610432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008204519828832326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05843392973580164,0.0,0.0,0.0,0.0,0.0,0.0007713625805133158,0.0,0.0,0.0025402436159813113,0.0,0.0,0.05946906159144766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0026305538048060884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03392974612264837,0.02755292146264371,0.0,0.047164357238946575,0.0,0.0,0.0,0.0,0.0,0.0,0.003432502037566051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023425663970180116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08043016844415593,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015107214716815372,0.0,0.0,0.0099912831664402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012861076180344131,0.0
0.053396912480452634,0.0,0.0,0.0,0.0,0.0,0.017304456683960107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00800881430987465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05757334063883302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056572250467460644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036904469668275125,0.02274135087037462,0.0,0.04446683556443739,0.0,0.0,0.0,0.0,0.0,0.0,0.0024880680072641667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01973595582950043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07932566006749067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01052819884107451,0.0,0.0,0.006912368040034676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008972097042727525,0.0
0.055646576886537756,0.0,0.0,0.0,0.0,0.0,0.01649156620775525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008089244411910675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056985434447716074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05445906694412126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038723494075935345,0.018823743837846154,0.0,0.04080553683852095,0.0,0.0,0.0,0.0,0.0,0.0,0.001434707460955365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01658488217546287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07828480830154023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005963960946019673,0.0,0.0,0.0018560879190095035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00467674984070924,0.0
0.05799102186522354,0.0,0.0,0.0,0.0,0.0,0.015437472538607453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007832291426680491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056485236880264855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.052150643272578866,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03958672476014411,0.015197926364832252,0.0,0.03719423816497448,0.0,0.0,0.0,0.0,0.0,0.0,9.134122144481313e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013168210708615822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0770145085501998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009987984271456185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00040978729447674393,0.0
