lambda,Natural disasters,Internet,Soft drinks,Mobile devices,Profits,M&A,Changes,Police/crime,Research,Executive pay,Mid-size cities,Scenario analysis,Economic ideology,Middle east,Savings & loans,IPOs,Restraint,Electronics,Record high,Connecticut,Steel,Bond yields,Small business,Cable,Fast food,Disease,Activists,Competition,Music industry,Short sales,Nonperforming loans,Key role,News conference,US defense,Political contributions,Revised estimate,Economic growth,Justice Department,Credit ratings,Broadcasting,Problems,Announce plan,Federal Reserve,Job cuts,Chemicals/paper,Regulation,Environment ,Small caps,Unions,C-suite,Control stakes,Mutual funds,Venture capital,European sovereign debt,Mining,Company spokesperson,Private/public sector,Pharma,Schools,Russia,Programs/initiatives,Health insurance,Drexel,Trade agreements,Treasury bonds,Challenges,People familiar,Sales call,Publishing,Financial crisis,Aerospace/defense,Recession,Latin America,Cultural life,SEC,Earnings losses,Phone companies,Computers,Marketing,Japan,Nuclear/North Korea,NY politics,Tobacco,Product prices,Biology/chemistry/physics,Movie industry,Automotive,Machinery,Bankruptcy,Arts,International exchanges,Accounting,Space program,Immigration,Small changes,Small possibility,Agreement reached,Oil drilling,Rail/trucking/shipping,Indictments,Positive sentiment,Canada/South Africa,Airlines,California,Corporate governance,China,Investment banking,Spring/summer,Software,Pensions,Humor/language,Systems,Clintons,Major concerns,Mid-level executives,US Senate,Agriculture,Bank loans,Takeovers,State politics,Real estate,Futures/indices,Southeast Asia,Optimism,Corrections/amplifications,Government budgets,Exchanges/composites,Currencies/metals,Mortgages,Financial reports,Germany,Rental properties,Committees,Subsidiaries,Management changes,Share payouts,France/Italy,Acquired investment banks,Credit cards,Bear/bull market,Earnings forecasts,Terrorism,Watchdogs,Oil market,Couriers,Commodities,Utilities,Foods/consumer goods,Convertible/preferred,Macroeconomic data,Courts,Safety administrations,Reagan,Bush/Obama/Trump,Fees,Gender issues,Trading activity,Microchips,Insurance,Earnings,Luxury/beverages,Iraq,National security,Buffett,Taxes,Options/VIX,Casinos,Elections,Private equity/hedge funds,Negotiations,European politics,Size,NASD,Mexico,Retail,Long/short term,Wide range,Lawsuits,UK,Revenue growth,EPU,VIX,UMCSENT
0.04,0.02602865776932196,0.0,0.0,0.0,6.622324012065931e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011039203300235466,0.0005239574102754443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010293128807504305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011350512377087531,0.0,0.036037471353904935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008571924616763482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09241444616669098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043402743291164704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01162680924245988,0.0,0.0,0.0,0.0,0.006966578317489258,0.003040981578627214,0.00772558996222558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000952036428965105,0.0,0.0,0.000979252694273898,0.0029769231152336826,0.0,0.0,0.0,0.0,0.008410207437564014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024439331073913308,0.0,0.0,0.0,0.013738982145071573,0.011508054846643273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010196305729552038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04870368765128287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02726487044706524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059189438492622724,0.0
0.04168523931559426,0.02335826046588345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005911352529315295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008777517658018342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00886951598252112,0.0,0.03511553641580459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005988375447098083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07980345549284443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04093246611492875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008231956726488632,0.0,0.0,0.0,0.0,0.0039365568985673975,0.0006257901980847496,0.007469677223187384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.669790083639829e-07,0.0,0.0,0.0,0.0,0.008184742901232504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022596753833649053,0.0,0.0,0.0,0.010612901080204662,0.006684995996475338,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006764236895775897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04377693069702361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027310857315284348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05100310885502815,0.0
0.043441479419959114,0.020671684779777426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0008305499632532273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0062255271230392895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0063216360263464435,0.0,0.03341376693952987,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002856752687956485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06648939510206578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037650454210656555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003901528055662981,0.0,0.0,0.0,0.0,0.0015512268929946484,0.0,0.007412004121305646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008032883618018433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02106329613518135,0.0,0.0,0.0,0.007129490168904926,0.0010828821387071476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002477013792376492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03917121266873793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026603067325652485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042943533188414255,0.0
0.045271711646111476,0.018391348833940974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037559294498366543,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004038931499598189,0.0,0.030820679574056653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05486026218477402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03376645797728934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00015466611080873618,0.0,0.0,0.0,0.0,6.143726953589455e-05,0.0,0.00659271415155181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00783166684060888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019020733112209847,0.0,0.0,0.0,0.003915503646686645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03396371513411899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025721311482117055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0356204002767991,0.0
0.04717905335486832,0.015593564632710638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010757468661948336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001700412796865777,0.0,0.028260046491414594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04266850886121664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03074264737464036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005729509783685286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007532765605538174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01736173806696248,0.0,0.0,0.0,0.0006978915769217544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.028835807135856414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025053408381649517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029209303179567894,0.0
0.04916675324452189,0.011817273528879365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025622632351696317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03162177428842582,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02786140392243904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005741482879302483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007260860621436344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014939140313450361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023556422723748232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024415363282326272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022224824471628137,0.0
0.05123819688421662,0.007824501116193767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022689054794629127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02030560965636976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024190579678646323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006200725385353285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007207474233470963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01262919700046571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017531485211283438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.023229148725621436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01574246699265564,0.0
0.053396912480452634,0.003222208284969154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019976795095529378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011197506638769174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02031996180359411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006740810012459536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007219630151931876,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010076171669202601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011511495208631197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021990979135486904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00927156799736974,0.0
0.055646576886537756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017079839212492967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0014108072657545725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01643304976137719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0076150282711784775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007266641559199305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007281911303210481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004865966751518571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020879150829583623,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004018747564147583,0.0
0.05799102186522354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01268442640421144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014770519856066068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007894898909353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006764057561652342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004890127675454963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01957371291982838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
